demarcation_code,financial_year,opinion_code,opinion_label,report_url
WC013,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC013/WC013_Audit%20Report_2021_Y_20220221T084751Z_5039.pdf
WC014,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC014/WC014_Audit%20Report_2021_Y_20211220T141245Z_theo_karolus.pdf
WC015,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC015/WC015_Audit%20Report_2021_Y_20220217T054949Z_5039.pdf
WC022,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC022/WC022_Audit%20Report_2021_Y_20220302T140002Z_5039.pdf
WC023,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC023/WC023_Audit%20Report_2021_Y_20220217T055012Z_5039.pdf
WC024,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC024/WC024_Audit%20Report_2021_Y_20220128T121348Z_angelique_africa.pdf
WC025,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC025/WC025_Audit%20Report_2021_Y_20220217T055035Z_5039.pdf
WC026,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC026/WC026_Audit%20Report_2021_Y_20220223T142044Z_5039.pdf
WC031,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC031/WC031_Audit%20Report_2021_Y_20220207T121617Z_5039.pdf
WC032,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC032/WC032_Audit%20Report_2021_Y_20220207T122524Z_5039.pdf
WC033,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC033/WC033_Audit%20Report_2021_Y_20220217T055059Z_5039.pdf
WC034,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC034/WC034_Audit%20Report_2021_Y_20220203T125459Z_rachel.pdf
WC041,2021,outstanding,Outstanding,https://lg.treasury.gov.za/supportingdocs/WC041/WC041_Audit%20Report_2021_Y_20220420T180237Z_malungisa.pdf
WC042,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC042/WC042_Audit%20Report_2021_Y_20220217T055117Z_5039.pdf
WC043,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC043/WC043_Audit%20Report_2021_Y_20220301T120441Z_5039.pdf
WC044,2021,unqualified,Unqualified - No findings,https://lg.treasury.gov.za/supportingdocs/WC044/WC044_Audit%20Report_2021_Y_20220217T055154Z_5039.pdf
WC045,2021,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,https://lg.treasury.gov.za/supportingdocs/WC045/WC045_Audit%20Report_2021_Y_20220111T131821Z_sophia.pdf
WC047,2021,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,https://lg.treasury.gov.za/supportingdocs/WC047/WC047_Audit%20Report_2021_Y_20220217T055217Z_5039.pdf
WC048,2021,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,https://lg.treasury.gov.za/supportingdocs/WC048/WC048_Audit%20Report_2021_Y_20220217T055238Z_5039.pdf
WC051,2021,outstanding,Outstanding,https://lg.treasury.gov.za/supportingdocs/WC051/WC051_Audit%20Report_2021_Y_20220329T101434Z_5405.pdf
WC052,2021,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,https://lg.treasury.gov.za/supportingdocs/WC052/WC052_Audit%20Report_2021_Y_20220301T150127Z_5039.pdf
WC053,2021,outstanding,Outstanding,https://lg.treasury.gov.za/supportingdocs/WC053/WC053_Audit%20Report_2021_Y_20220425T145953Z_bronwyn.pdf
BUF,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/BUF%20Buffalo%20City/BUF%20Buffalo%20City%20Consolidated%20Audit%20report%202019-20.pdf
NMA,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/NMA%20Nelson%20Mandela%20Bay/NMA%20Nelson%20Mandela%20Bay%20Consolidated%20Audit%20report%202019-20.pdf
EC101,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC101%20Dr%20Beyers%20Naude/EC101%20Dr%20Beyers%20Naude%20Audit%20Report%202019-20.pdf
EC102,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC102%20Blue%20Crane%20Route/EC102%20Blue%20Crane%20Route%20Audit%20report%202019-20.pdf
EC104,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC104%20Makana/EC104%20Makana%20Audit%20Report%202019-20.pdf
EC105,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC105%20Ndlambe/EC105%20Ndlambe%20Audit%20report%202019-20.pdf
EC106,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC106%20Sundays%20River%20Valley/EC106%20Sundays%20River%20Valley%20Audit%20Report%202019-20.pdf
EC108,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC108%20Kouga/EC108%20Kouga%20Audit%20report%202019-20.pdf
EC109,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC109%20Kou-Kamma/EC109_Kou-Kamma%20Audit%20report%202019-20.pdf
DC10,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC10%20Sarah%20Baartman/DC10%20Sarah%20Baartman%20Audit%20report%202019-20.pdf
EC121,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC121%20Mbhashe/EC121%20Mbhashe%20Audit%20Report%202019-20.pdf
EC122,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC122%20Mnquma/EC122%20Mnquma%20Audit%20report%202019-20.pdf
EC123,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC123%20Great%20Kei/EC123%20Great%20Kei%20Audit%20report%202019-20.pdf
EC124,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC124%20Amahlathi/EC124%20Amahlathi%20Audit%20Report%202019-20.pdf
EC126,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC126%20Ngqushwa/EC126%20Ngqushwa%20Audit%20Report%202019-20.pdf
EC129,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC129%20Raymond%20Mhlaba/EC129%20Raymond%20Mhlaba%20Audit%20Report%202019-20.pdf
DC12,2020,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC12%20Amathole/DC12%20Amathole%20Audit%20report%202019-20.pdf
EC131,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC131%20Inxuba%20Yethemba/EC131%20Inxuba%20Yethemba%20Audit%20report%202019-20.pdf
EC135,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC135%20Intsika%20Yethu/EC135%20Intsika%20Yethu%20Audit%20report%202019-20.pdf
EC136,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC136%20Emalahleni%20%28EC%29/EC136%20Emalahleni%20%28EC%29%20Audit%20report%202019-20.pdf
EC137,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC137%20Engcobo/EC137%20Engcobo%20Audit%20Report%202019-20.pdf
EC138,2020,adverse,Adverse opinion,
EC139,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC139%20Enoch%20Mgijima/EC139%20Encoch%20Mgijima%20Audit%20Report%202019-20.pdf
DC13,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC13%20Chris%20Hani/DC13%20Chris%20Hani%20Audit%20report%202019-20.pdf
EC141,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC141%20Elundini/EC141%20Elundini%20Audt%20report%202019-20.pdf
EC142,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC142%20Senqu/EC142%20Senqu%20Audit%20Report%202019-20.pdf
EC145,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC145%20Walter%20Sisulu/EC145%20Walter%20Sisulu%20Audit%20report%202019-20.pdf
DC14,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
EC153,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC153%20Ngquza%20Hills/EC153%20Ngquza%20Hills%20Audit%20Report%202019-20.pdf
EC154,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC154%20Port%20St%20Johns
EC155,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC155%20Nyandeni/EC155%20Nyandeni%20Audit%20report%202019-20.pdf
EC156,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC156%20Mhlontlo/EC156%20Mhlontlo%20Audit%20report%202019-20.pdf
EC157,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC157%20King%20Sebata%20Dalindyebo/EC157%20King%20Sabata%20Dalindyebo%20Audit%20Report%202019-20.pdf
DC15,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC15%20O%20R%20Tambo/DC15%20OR%20Tambo%20Consolidated%20Audit%20Report%202019-20.pdf
EC441,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC441%20Matatiele/EC441%20Matatiele%20Audit%20report%202019-20.pdf
EC442,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC442%20Umzimvubu/EC442%20Umzimvubu%20Audit%20report%202019-20.pdf
EC443,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC443%20Mbizana/EC443%20Winnie%20Madikizela%20Mandela%20Audit%20report%202019-20.pdf
EC444,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/EC444%20Ntabankulu/EC444%20Ntabankulu%20Audit%20Report%202019-20.pdf
DC44,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC44%20Alfred%20Nzo/DC44%20Alfred%20Nzo%20Audit%20report%202019-20.pdf
MAN,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/MAN%20Mangaung/MAN%20Mangaung%20Consolidated%20Audit%20report%202019-20.pdf
FS161,2020,qualified,Qualified,
FS162,2020,disclaimer,Disclaimer of opinion,
FS163,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS163%20Mohakare/FS163%20Mohakare%20Audit%20report%202019-20.pdf
DC16,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC16%20Xhariep/DC16%20Xhariep%20Audit%20report%202019-20.pdf
FS181,2020,outstanding,Outstanding,
FS182,2020,qualified,Qualified,
FS183,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
FS184,2020,qualified,Qualified,
FS185,2020,qualified,Qualified,
DC18,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
FS191,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS191%20Setsoto/FS191%20Setsoto%20Audit%20report%202019-20.pdf
FS192,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS192%20Dihlabeng/FS192%20Dihlabeng%20Audit%20report%202019-20.pdf
FS193,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS193%20Nketoana/FS193%20Nketoana%20Audit%20report%202019-20.pdf
FS194,2020,disclaimer,Disclaimer of opinion,
FS195,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS195%20Phumelela/FS195%20Phumelela%20Audit%20Report%202019-20.pdf
FS196,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS196%20Mantsopa/FS196%20Mantsopa%20Audit%20report%202019-20.pdf
DC19,2020,qualified,Qualified,
FS201,2020,qualified,Qualified,
FS203,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS203%20Ngwathe/FS203%20Ngwathe%20Audit%20report%202019-20.pdf
FS204,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/FS204%20Metsimaholo/FS204%20Metsimaholo%20Audit%20report%202019-20.pdf
FS205,2020,qualified,Qualified,
DC20,2020,qualified,Qualified,
EKU,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/EKU%20City%20of%20Ekurhuleni
JHB,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/JHB%20City%20of%20Johannesburg/JHB%20City%20of%20Johannesburg%20Consolidated%20Audit%20report%202019-20.pdf
TSH,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/TSH%20City%20of%20Tshwane
GT421,2020,qualified,Qualified,
GT422,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/GT422%20Midvaal/GT422%20Midvaal%20Audit%20report%202019-20.pdf
GT423,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
DC42,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
GT481,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
GT484,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
GT485,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/GT485%20Rand%20West%20City/GT485%20Rand%20West%20City%20Audit%20report%202019-20.pdf
DC48,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC48%20West%20Rand/DC48%20West%20Rand%20Audit%20report%202019-20.pdf
ETH,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/01.%20Metros/ETH%20eThekwini/ETH%20eThekwini%20Audit%20report%202019-20.pdf
KZN212,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN212%20Umdoni/KZN212%20Umdoni%20Audit%20report%202019-20.pdf
KZN213,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN213%20Umzumbe/KZN213%20Umzumbe%20Audit%20report%202019-20.pdf
KZN214,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN214%20uMuziwabantu/KZN214%20uMuziwabantu%20Audit%20report%202019-20.pdf
KZN216,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN216%20Ray%20Nkonyeni/KZN216%20Ray%20Nkonyeni%20Audit%20Report%202019-20.pdf
DC21,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC21%20Ugu/DC21%20Ugu%20Audit%20Report%202019-20.pdf
KZN221,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN221%20uMshwathi/KZN221%20uMshwathi%20Audit%20report%202019-20.pdf
KZN222,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN222%20uMngeni/KZN222%20uMngeni%20Audit%20report%202019-20.pdf
KZN223,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN223%20Mpofana/KZN223%20Mpofana%20Audit%20report%202019-20.pdf
KZN224,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN225,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN225%20Msunduzi/KZN225%20Msunduzi%20Audit%20report%202019-20.pdf
KZN226,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN227,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN227%20Richmond/KZN227%20Richmond%20Audit%20report%202019-20.pdf
DC22,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC22%20Umgungundlovu/DC22%20uMgundgundlovu%20Consolidated%20Audt%20report%202019-20.pdf
KZN235,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN235%20Okhahlamba/KZN235%20Okhahlamba%20Audit%20report%202019-20.pdf
KZN237,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN237%20Nkosi%20Langalibalele/KZN237%20Nkosi%20Langalibalele%20Audit%20report%202019-20.pdf
KZN238,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN238%20Alfred%20Duma/KZN238%20Alfred%20Duma%20Audit%20report%202019-20.pdf
DC23,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC23%20Uthukela/DC23%20Uthukela%20Audit%20Report%202019-20.pdf
KZN241,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN241%20Endumeni/KZN241%20Endumeni%20Audit%20report%202019-20.pdf
KZN242,2020,disclaimer,Disclaimer of opinion,
KZN244,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN245,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN245%20Umvoti/KZN245%20Umvoti%20Audit%20report%202019-20.pdf
DC24,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC24%20Umzinyathi/DC24%20Umzinyathi%20Audit%20Report%202019-20.pdf
KZN252,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN252%20Newcastle/KZN252%20Newcastle%20Audit%20report%202019-20.pdf
KZN253,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN253%20Emadlangeni/KZN253%20Emadlangeni%20Audit%20report%202019-20.pdf
KZN254,2020,qualified,Qualified,
DC25,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC25%20Amajuba/DC25%20Amajuba%20Audit%20Report%202019-20.pdf
KZN261,2020,qualified,Qualified,
KZN262,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN262%20uPhongolo/KZN262%20uPhongolo%20Audit%20Report%202019-20.pdf
KZN263,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN263%20Abaqulusi/KZN263%20Abaqulusi%20Audit%20report%202019-20.pdf
KZN265,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN266,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN266%20Ulundi/KZN266%20Ulundi%20Audit%20report%20%202019-20.pdf
DC26,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC26%20Zululand/DC26%20Zululand%20Audit%20Report%202019-20.pdf
KZN271,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN271%20Umhlabuyalingana/KZN271%20Umhlabuyalingana%20Audit%20Report%202019-20.pdf
KZN272,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN275,2020,qualified,Qualified,
KZN276,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN276%20Big%205%20Hlabisa/KZN276%20Big%205%20Hlabisa%20Audit%20Report%202019-20.pdf
DC27,2020,adverse,Adverse opinion,
KZN281,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN281%20Mfolozi/KZN281%20Mfolozi%20Audit%20report%202019-20.pdf
KZN282,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN282%20uMhlathuze/KZN282%20uMhlathuze%20Audit%20report%202019-20.pdf
KZN284,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
KZN285,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN285%20Mthonjaneni/KZN285%20Mthonjaneni%20Audit%20Report%202019-20.pdf
KZN286,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
DC28,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC28%20King%20Cetshwayo/DC28%20King%20Cetshwayo%20Audit%20report%202019-20.pdf
KZN291,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN291%20Mandeni/KZN291%20Mandeni%20Audit%20report%202019-20.pdf
KZN292,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN292%20KwaDukuza/KZN292%20KwaDukuza%20Audit%20report%202019-20.pdf
KZN293,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN293%20Ndwedwe/KZN293%20Ndwedwe%20Audit%20report%202019-20.pdf
KZN294,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN294%20Maphumulo/KZN294%20Maphumulo%20Audit%20Report%202019-20.pdf
DC29,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC29%20iLembe
KZN433,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN433%20Greater%20Kokstad/KZN433%20Greater%20Kokstad%20Audit%20report%202019-20.pdf
KZN434,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN434%20Ubuhlebezwe/KZN434%20Ubuhlebezwe%20Audit%20report%202019-20.pdf
