demarcation_code,financial_year,opinion_code,opinion_label,report_url
KZN435,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN435%20Umzimkhulu/KZN435%20Umzimkhulu%20Audit%20report%202019-20.pdf
KZN436,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/KZN436%20Dr%20Nkosasana%20Dlamini%20Zuma/KZN436%20Dr%20Nkosasana%20Dlamini%20Zuma%20Audit%20Report%202019-20.pdf
DC43,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC43%20Harry%20Gwala
LIM331,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM331%20Greater%20Giyani/LIM331%20Greater%20Giyane%20Audit%20Reprt%20%202019-20l.pdf
LIM332,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM332%20Greater%20Letaba/LIM332%20Greater%20Letaba%20Audit%20report%202019-20.pdf
LIM333,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM333%20Greater%20Tzaneen/LIM333%20Greater%20Tzaneen%20Audit%20report%202019-20.pdf
LIM334,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM334%20Ba-Phalaborwa/LIM334%20Ba-Phalaborwa%20Audit%20Report%202019-20.pdf
LIM335,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM335%20Maruleng/LIM335%20Maruleng%20Audit%20report%202019-20.pdf
DC33,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC33%20Mopani/DC33%20Mopani%20Audit%20report%202019-20.pdf
LIM341,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
LIM343,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM343%20Thulamela/LIM343%20Thulamela%20Audit%20report%202019-20.pdf
LIM344,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
LIM345,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
DC34,2020,qualified,Qualified,
LIM351,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
LIM353,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
LIM354,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM354%20Polokwane/LIM354%20Polokwane%20Audit%20report%202019-20.pdf
LIM355,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
DC35,2020,unqualified,Unqualified - No findings,
LIM361,2020,qualified,Qualified,
LIM362,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM362%20Lephalale/LIM362%20Lephalale%20Audit%20report%202019-20.pdf
LIM366,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM366%20Bela%20Bela/LIM366%20Bela%20Bela%20Audit%20report%202019-20.pdf
LIM367,2020,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM367%20Mogalakwena/LIM367%20Mogalakwena%20Audit%20report%202019-20.pdf
LIM368,2020,qualified,Qualified,
DC36,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC36%20Waterberg/DC36%20Waterberg%20Audit%20report%202019-20.pdf
LIM471,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/LIM471%20Ephraim%20Mogale/LIM471%20Ephraim%20Mogale%20Audit%20report%202019-20.pdf
LIM472,2020,qualified,Qualified,
LIM473,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
LIM476,2020,qualified,Qualified,
DC47,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC47%20Sekhukhune/DC47%20Sekhukhune%20Audit%20report%202019-20.pdf
MP301,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP301%20Albert%20Luthuli/MP301%20Albert%20Luthuli%20Audit%20report%202019-20.pdf
MP302,2020,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP302%20Msukaligwa/MP302%20Musukaligwa%20Audit%20Report%202019-20.pdf
MP303,2020,qualified,Qualified,
MP304,2020,disclaimer,Disclaimer of opinion,
MP305,2020,disclaimer,Disclaimer of opinion,
MP306,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP306%20Dipaleseng/MP306%20Dipaleseng%20Audit%20report%202019-20.pdf
MP307,2020,disclaimer,Disclaimer of opinion,
DC30,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC30%20Gert%20Sibande/DC30%20Gert%20Sibande%20Audit%20report%202019-20.pdf
MP311,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP311%20Victor%20Khanye/MP311%20Victor%20Khanye%20Audit%20report%202019-20.pdf
MP312,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP312%20Emalahleni%20%28MP%29/MP312%20Emalahleni%20%28MP%29%20Audit%20report%202019-20.pdf
MP313,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP313%20Steve%20Tshwete/MP313%20Steve%20Tshwete%20Audit%20report%202019-20.pdf
MP314,2020,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP314%20Emakhazeni/MP314%20Emakhazeni%20Audit%20Report%202019-20.pdf
MP315,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP315%20Thembisile%20Hani/MP315%20Thembisile%20Hani%20Audit%20report%202019-20.pdf
MP316,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP316%20Dr%20J%20S%20Moroka/MP316%20Dr%20J%20S%20Moroka%20Audit%20report%202019-20.pdf
DC31,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC31%20Nkangala/DC31%20Nkangala%20Audit%20report%202019-20.pdf
MP321,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP321%20Thaba%20Chweu/MP321%20Thaba%20Chweu%20Audit%20report%202019-20.pdf
MP324,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP324%20Nkomazi/MP324%20Nkomazi%20Audit%20Report%202019-20.pdf
MP325,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP325%20Bushbuckridge/MP325%20Bushbuckridge%20Audit%20report%202019-20.pdf
MP326,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/MP326%20City%20of%20Mbombela/MP326%20City%20of%20Mbombela%20Audit%20report%202019-20.pdf
DC32,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC32%20Ehlanzeni/DC32%20Ehlanzeni%20Audit%20Report%202019-20.pdf
NC451,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC451%20Joe%20Morolong/NC451%20Joe%20Morolong%20Audit%20report%202019-20.pdf
NC452,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC452%20Ga-Segonyana/NC452%20Ga-Segonyana%20Audit%20report%202019-20.pdf
NC453,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC453%20Gamagara/NC453%20Gamagara%20Audit%20report%202019-20.pdf
DC45,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC45%20John%20Taolo%20Gaetsewe/DC45%20John%20Taolo%20Gaetsewe%20Audit%20report%202019-20.pdf
NC061,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC061%20Richtersveld/NC061%20Richtersveld%20Audit%20Report%202019-20.pdf
NC062,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC062%20Nama%20Khoi/NC062%20Nama%20Khoi%20Audit%20report%202019-20.pdf
NC064,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC064%20Kamiesberg/NC064%20%20Kamiesberg%20Audit%20report%202019-20.pdf
NC065,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
NC066,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC066%20Karoo%20Hoogland/NC066%20Karoo%20Hoogland%20Audit%20report%202019-20.pdf
NC067,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC067%20Khai%20Ma/NC067%20Khai%20Ma%20Audit%20report%202019-20.pdf
DC6,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
NC071,2020,qualified,Qualified,
NC072,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC072%20Umsobomvu/NC072%20Umsobomvu%20Audit%20report%202019-20.pdf
NC073,2020,qualified,Qualified,
NC074,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC074%20Kareeberg/NC074%20Kareeberg%20Audit%20report%202019-20.pdf
NC075,2020,disclaimer,Disclaimer of opinion,
NC076,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC076%20Thembelihle/NC076%20Thembelihle%20Audit%20report%202019-20.pdf
NC078,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC078%20Siyancuma/NC078%20Siyancuma%20Audit%20Report%202019-20.pdf
DC7,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC7%20Pixley%20Ka%20Seme/DC7%20Pixley%20Ka%20Seme%20Audit%20report%202019-20.pdf
NC082,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC082%20%21Kai%21%20Garib/NC082%20%21Kai%21%20Garib%20Audit%20Report%202019-20.pdf
NC084,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC084%20%21Kheis/NC084%20%21Kheis%20Audit%20report%202019-20.pdf
NC085,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC085%20Tsantsabane/NC085%20Tsantsabane%20Audit%20report%202019-20.pdf
NC086,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC086%20Kgatelopele/NC086%20Kgatelopele%20Audit%20report%202019-20.pdf
NC087,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC087%20Dawid%20Kruiper/NC087%20Dawid%20Kruiper%20Audit%20report%202019-20.pdf
DC8,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC8%20Z%20F%20Mgcawu/DC8%20Z%20F%20Mgcawu%20Audit%20report%202019-20.pdf
NC091,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC091%20Sol%20Plaatje/NC091%20Sol%20Plaatje%20Audit%20report%202019-20.pdf
NC092,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NC092%20Dikgatlong/NC092%20Dikgatlong%20Audit%20report%202019-20.pdf
NC093,2020,qualified,Qualified,
NC094,2020,disclaimer,Disclaimer of opinion,
DC9,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC9%20Frances%20Baard/DC9%20Frances%20Baard%20Audit%20report%202019-20.pdf
NW371,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW371%20Moretele/NW371%20Moretele%20Audit%20report%202019-20.pdf
NW372,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW372%20Madibeng/NW372%20Madibeng%20Audit%20report%202019-20.pdf
NW373,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW373%20Rusteburg/NW373%20Rustenburg%20Consolidated%20Audit%20Report%202019-20.pdf
NW374,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW374%20Kgetlengrivier/NW374%20Kgetlengrivier%20Audit%20Report%202019-20.pdf
NW375,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW375%20Moses%20Kotane/NW375%20Moses%20Kotane%20Audit%20report%202019-20.pdf
DC37,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC37%20Bojanala%20Platinum/DC37%20Bojanala%20Platinum%20Audit%20report%202019-20.pdf
NW381,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW381%20Ratlou/NW381%20Ratlou%20Audit%20report%202019-20.pdf
NW382,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW382%20Tswaing/NW382%20Tswaing%20Audit%20report%202019-20.pdf
NW383,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW383%20Mafikeng/NW383_Mafikeng%20Audit%20report%202019-20.pdf
NW384,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW384%20Ditsobotla/NW384%20Ditsobotla%20Audit%20Report%202019-20.pdf
NW385,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW385%20Ramotshere%20Moiloa/NW385%20Ramotshere%20Moiloa%20Audit%20report%202019-20.pdf
DC38,2020,adverse,Adverse opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC38%20Ngaka%20Modiri%20Molema/DC38%20Ngaka%20Modiri%20Molema%20Audit%20report%202019-20.pdf
NW392,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW392%20Naledi/NW392%20Naledi%20Audit%20Report%202019-20.pdf
NW393,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW393%20Mamusa/NW393%20Mamusa%20Audit%20report%202019-20.pdf
NW394,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW394%20Greater%20Taung/NW394%20Greater%20Taung%20Audit%20report%202019-20.pdf
NW396,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW396%20Lekwa-Teemane/NW396%20Lekwa-Teemane%20Audit%20report%202019-20.pdf
NW397,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW397%20Kagisano%20Molopo/NW397%20Kagisano-Molopo%20Audit%20report%202019-20.pdf
DC39,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC39%20Dr%20Ruth%20Segomotsi%20Mompati/DC39%20Dr%20Ruth%20Segomotsi%20Mompati%20Audit%20report%202019-20.pdf
NW403,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW403%20City%20of%20Matlosana/NW403%20City%20of%20Matlosana%20Audit%20report%202019-20.pdf
NW404,2020,disclaimer,Disclaimer of opinion,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW404%20Maquassi%20Hills/NW404%20Maquassi%20Hills%20Audit%20report%202019-20.pdf
NW405,2020,qualified,Qualified,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/NW405%20J%20B%20Marks/NW405%20J%20B%20Marks%20Audit%20report%202019-20.pdf
DC40,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/03.%20District%20municipalities/DC40%20Dr%20Kenneth%20Kaunda/DC40%20Dr%20Kenneth%20Kaunda%20Audit%20report%202019-20.pdf
CPT,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
WC011,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
WC012,2020,unqualified_emphasis_of_matter,Unqualified - Emphasis of Matter items,
WC013,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/WC013%20Bergrivier/WC013%20Bergrivier%20Audit%20report%202019-20.pdf
WC014,2020,unqualified,Unqualified - No findings,http://mfma.treasury.gov.za/Documents/07.%20Audit%20Reports/2019-20/02.%20Local%20municipalities/WC014%20Saldanha%20Bay/WC014%20Saldanha%20Bay%20Audit%20report%202019-20.pdf
